GENE_FROM	MRNA_FROM	CHROM_FROM	START_FROM	STOP_FROM	STRAND_FROM	GENE_TO	MRNA_TO	START_TO	STOP_TO	STRAND_TO	SINGLE_MATCH
estExt_fgenesh1_pg.C_160171.5	bden_t_36176	bdenJAM81_scaffold_16	458497	459401	1	BDEG_08290	BDET_08315	bden_JEL423_supercont1.15	455935	456413	-1	yes
e_gw1.5.234.1.5	bden_t_11241	bdenJAM81_scaffold_5	231866	233228	1	BDEG_05109	BDET_05124	bden_JEL423_supercont1.7	125005	126866	-1	yes
estExt_Genewise1Plus.C_70145.5	bden_t_19784	bdenJAM81_scaffold_7	540281	542768	1	BDEG_02729	BDET_02736	bden_JEL423_supercont1.3	533308	535772	-1	yes
fgenesh1_pg.C_scaffold_1000591.5	bden_t_21718	bdenJAM81_scaffold_1	1732863	1733944	-1	BDEG_00647	BDET_00651	bden_JEL423_supercont1.1	1727761	1728878	-1	yes
fgenesh1_pg.C_scaffold_15000082.5	bden_t_27858	bdenJAM81_scaffold_15	256097	257602	1	BDEG_07996	BDET_08018	bden_JEL423_supercont1.14	613625	615130	-1	yes
gw1.6.82.1.5	bden_t_1489	bdenJAM81_scaffold_6	1181751	1182650	1	BDEG_04607	BDET_04621	bden_JEL423_supercont1.6	373473	375615	-1	yes
gw1.1.672.1.5	bden_t_3368	bdenJAM81_scaffold_1	309728	310867	-1	BDEG_00119	BDET_00119	bden_JEL423_supercont1.1	315246	316800	-1	yes
e_gw1.1.1085.1.5	bden_t_9139	bdenJAM81_scaffold_1	1390222	1392071	-1	BDEG_00511	BDET_00513	bden_JEL423_supercont1.1	1390158	1390822	-1	no
e_gw1.1.1085.1.5	bden_t_9139	bdenJAM81_scaffold_1	1390222	1392071	-1	BDEG_00512	BDET_00514	bden_JEL423_supercont1.1	1391721	1392376	-1	no
estExt_fgenesh1_pg.C_11294.5	bden_t_34290	bdenJAM81_scaffold_1	3906682	3907315	-1	BDEG_01467	BDET_01471	bden_JEL423_supercont1.1	3935292	3935932	-1	yes
GP3.087330.5	bden_t_93174	bdenJAM81_scaffold_103	4363	5268	-1						NO_SYNTENIC_ALIGNMENT
e_gw1.5.170.1.5	bden_t_11291	bdenJAM81_scaffold_5	1069991	1071181	-1	BDEG_05395	BDET_05412	bden_JEL423_supercont1.7	912944	918596	-1	yes
e_gw1.1.1329.1.5	bden_t_9165	bdenJAM81_scaffold_1	1396589	1397281	1	BDEG_00514	BDET_00516	bden_JEL423_supercont1.1	1396753	1397555	-1	yes
estExt_fgenesh1_pm.C_10170.5	bden_t_32705	bdenJAM81_scaffold_1	2130450	2131796	1	BDEG_00808	BDET_00812	bden_JEL423_supercont1.1	2125526	2126797	-1	yes
GP3.063180.5	bden_t_90759	bdenJAM81_scaffold_11	242065	242833	1	BDEG_07578	BDET_07598	bden_JEL423_supercont1.13	212546	213317	-1	yes
estExt_fgenesh1_pm.C_80061.5	bden_t_33407	bdenJAM81_scaffold_8	829197	830749	-1	BDEG_06132	BDET_06149	bden_JEL423_supercont1.9	435866	437452	-1	yes
estExt_fgenesh1_kg.C_40073.5	bden_t_36836	bdenJAM81_scaffold_4	886686	887587	-1	BDEG_02193	BDET_02198	bden_JEL423_supercont1.2	1389388	1391210	-1	yes
GP3.033360.5	bden_t_87777	bdenJAM81_scaffold_4	49892	50778	-1	BDEG_02522	BDET_02529	bden_JEL423_supercont1.2	2237333	2238528	-1	yes
GP3.058530.5	bden_t_90294	bdenJAM81_scaffold_9	483153	485917	1	BDEG_05807	BDET_05824	bden_JEL423_supercont1.8	591985	594051	-1	yes
GP3.026600.5	bden_t_87101	bdenJAM81_scaffold_3	1122750	1122944	-1	BDEG_04271	BDET_04285	bden_JEL423_supercont1.5	1123464	1125381	-1	yes
fgenesh1_pg.C_scaffold_2000495.5	bden_t_23108	bdenJAM81_scaffold_2	1536999	1538291	-1	BDEG_03310	BDET_03318	bden_JEL423_supercont1.4	275712	277004	-1	yes
GP3.088870.5	bden_t_93328	bdenJAM81_scaffold_214	47	479	-1						NO_SYNTENIC_ALIGNMENT
GP3.036040.5	bden_t_88045	bdenJAM81_scaffold_5	920831	922821	1	BDEG_05335	BDET_05351	bden_JEL423_supercont1.7	764028	766018	-1	yes
GP3.025930.5	bden_t_87034	bdenJAM81_scaffold_3	1570499	1571308	-1	BDEG_04438	BDET_04452	bden_JEL423_supercont1.5	1572549	1573334	-1	yes
GP3.010370.5	bden_t_85478	bdenJAM81_scaffold_1	1611350	1615621	-1	BDEG_00594	BDET_00597	bden_JEL423_supercont1.1	1603965	1607558	-1	yes
GP3.071240.5	bden_t_91565	bdenJAM81_scaffold_13	194480	195424	1	BDEG_06686	BDET_06704	bden_JEL423_supercont1.10	818946	819890	-1	yes
estExt_fgenesh1_pg.C_140007.5	bden_t_35984	bdenJAM81_scaffold_14	18013	19587	-1	BDEG_01922	BDET_01926	bden_JEL423_supercont1.2	660702	661589	-1	no
estExt_fgenesh1_pg.C_140007.5	bden_t_35984	bdenJAM81_scaffold_14	18013	19587	-1	BDEG_01923	BDET_01927	bden_JEL423_supercont1.2	661936	663162	-1	no
e_gw1.1.741.1.5	bden_t_8454	bdenJAM81_scaffold_1	1976833	1978373	-1	BDEG_00749	BDET_00753	bden_JEL423_supercont1.1	1971880	1973483	-1	yes
GP3.085950.5	bden_t_93036	bdenJAM81_scaffold_49	13421	13780	-1						NO_SYNTENIC_ALIGNMENT
estExt_fgenesh1_kg.C_10112.5	bden_t_36423	bdenJAM81_scaffold_1	1676917	1677766	1	BDEG_00622	BDET_00625	bden_JEL423_supercont1.1	1670743	1672767	-1	yes
GP3.028780.5	bden_t_87319	bdenJAM81_scaffold_3	1604908	1605456	1	BDEG_04454	BDET_04468	bden_JEL423_supercont1.5	1606959	1607431	-1	yes
estExt_Genewise1Plus.C_160047.5	bden_t_20927	bdenJAM81_scaffold_16	102994	106121	-1	BDEG_08223	BDET_08248	bden_JEL423_supercont1.15	278329	281459	-1	yes
fgenesh1_pg.C_scaffold_8000118.5	bden_t_25786	bdenJAM81_scaffold_8	385008	385620	1	BDEG_06313	BDET_06330	bden_JEL423_supercont1.9	894842	895414	-1	yes
GP3.069310.5	bden_t_91372	bdenJAM81_scaffold_13	232200	234797	1	BDEG_06668	BDET_06686	bden_JEL423_supercont1.10	779562	782164	-1	yes
estExt_Genewise1Plus.C_120148.5	bden_t_20569	bdenJAM81_scaffold_12	477503	480026	1	BDEG_07386	BDET_07406	bden_JEL423_supercont1.12	622858	624692	-1	yes
fgenesh1_pg.C_scaffold_4000480.5	bden_t_24241	bdenJAM81_scaffold_4	1465870	1466358	1	BDEG_01984	BDET_01988	bden_JEL423_supercont1.2	824611	825189	-1	yes
GP3.033130.5	bden_t_87754	bdenJAM81_scaffold_4	322682	324718	-1	BDEG_02418	BDET_02425	bden_JEL423_supercont1.2	1952300	1958391	-1	yes
estExt_fgenesh1_kg.C_10115.5	bden_t_36426	bdenJAM81_scaffold_1	1727738	1730595	-1	BDEG_00644	BDET_00648	bden_JEL423_supercont1.1	1723461	1723998	-1	no
estExt_fgenesh1_kg.C_10115.5	bden_t_36426	bdenJAM81_scaffold_1	1727738	1730595	-1	BDEG_00645	BDET_00649	bden_JEL423_supercont1.1	1724473	1724793	-1	no
estExt_fgenesh1_kg.C_10115.5	bden_t_36426	bdenJAM81_scaffold_1	1727738	1730595	-1	BDEG_00643	BDET_00647	bden_JEL423_supercont1.1	1720204	1722855	-1	no
GP3.055000.5	bden_t_89941	bdenJAM81_scaffold_8	1059871	1061085	1	BDEG_06052	BDET_06069	bden_JEL423_supercont1.9	202551	204012	-1	yes
fgenesh1_pg.C_scaffold_1001199.5	bden_t_22326	bdenJAM81_scaffold_1	3548741	3550457	-1	BDEG_08740	BDET_08765	bden_JEL423_supercont1.38	449	2084	-1	yes
fgenesh1_pg.C_scaffold_4000255.5	bden_t_24016	bdenJAM81_scaffold_4	762103	763475	-1	BDEG_02251	BDET_02256	bden_JEL423_supercont1.2	1514620	1515866	-1	yes
estExt_fgenesh1_pg.C_100091.5	bden_t_35641	bdenJAM81_scaffold_10	293531	301041	-1	BDEG_06867	BDET_06886	bden_JEL423_supercont1.11	265980	273405	-1	yes
fgenesh1_pg.C_scaffold_5000405.5	bden_t_24689	bdenJAM81_scaffold_5	1315638	1316992	1	BDEG_05495	BDET_05512	bden_JEL423_supercont1.7	1159037	1160645	-1	yes
GP3.088320.5	bden_t_93273	bdenJAM81_scaffold_173	2840	4237	1						NO_SYNTENIC_ALIGNMENT
GP3.053940.5	bden_t_89835	bdenJAM81_scaffold_8	11861	14812	-1						NO_SYNTENIC_ALIGNMENT
GP3.061670.5	bden_t_90608	bdenJAM81_scaffold_10	67552	69930	-1	BDEG_06772	BDET_06790	bden_JEL423_supercont1.11	36983	39641	-1	yes
GP3.001070.5	bden_t_84548	bdenJAM81_scaffold_1	595695	596912	-1	BDEG_00222	BDET_00224	bden_JEL423_supercont1.1	601434	602658	-1	yes
fgenesh1_pg.C_scaffold_8000366.5	bden_t_26034	bdenJAM81_scaffold_8	1114342	1116212	-1	BDEG_06031	BDET_06048	bden_JEL423_supercont1.9	147679	148395	-1	no
fgenesh1_pg.C_scaffold_8000366.5	bden_t_26034	bdenJAM81_scaffold_8	1114342	1116212	-1	BDEG_06032	BDET_06049	bden_JEL423_supercont1.9	148764	149340	-1	no
GP3.068480.5	bden_t_91289	bdenJAM81_scaffold_12	335978	337371	1	BDEG_07343	BDET_07363	bden_JEL423_supercont1.12	481130	482507	-1	yes
GP3.028530.5	bden_t_87294	bdenJAM81_scaffold_3	1146158	1147435	1	BDEG_04283	BDET_04297	bden_JEL423_supercont1.5	1146871	1148148	-1	yes
GP3.044560.5	bden_t_88897	bdenJAM81_scaffold_6	312740	313207	1	BDEG_04948	BDET_04963	bden_JEL423_supercont1.6	1239842	1240309	-1	yes
GP3.048450.5	bden_t_89286	bdenJAM81_scaffold_7	699221	702598	-1	BDEG_02791	BDET_02798	bden_JEL423_supercont1.3	692174	695627	-1	yes
estExt_Genewise1Plus.C_50096.5	bden_t_19415	bdenJAM81_scaffold_5	557176	560426	1	BDEG_05213	BDET_05228	bden_JEL423_supercont1.7	415851	419097	-1	yes
e_gw1.2.97.1.5	bden_t_9358	bdenJAM81_scaffold_2	390083	392695	-1	BDEG_03715	BDET_03724	bden_JEL423_supercont1.4	1427295	1430982	-1	yes
GP3.003660.5	bden_t_84807	bdenJAM81_scaffold_1	1975582	1976723	1	BDEG_00748	BDET_00752	bden_JEL423_supercont1.1	1970667	1971743	-1	yes
GP3.038210.5	bden_t_88262	bdenJAM81_scaffold_5	344929	346086	-1	BDEG_05132	BDET_05147	bden_JEL423_supercont1.7	188326	189483	-1	yes
GP3.062940.5	bden_t_90735	bdenJAM81_scaffold_11	108699	111543	1	BDEG_07532	BDET_07552	bden_JEL423_supercont1.13	79093	81815	-1	yes
fgenesh1_pg.C_scaffold_5000472.5	bden_t_24756	bdenJAM81_scaffold_5	1502584	1503282	1	BDEG_05566	BDET_05583	bden_JEL423_supercont1.7	1334178	1334792	-1	yes
estExt_Genewise1.C_130015.5	bden_t_17631	bdenJAM81_scaffold_13	98800	101774	-1	BDEG_06728	BDET_06746	bden_JEL423_supercont1.10	912495	915511	-1	yes
fgenesh1_pg.C_scaffold_22000009.5	bden_t_28699	bdenJAM81_scaffold_22	22691	23216	-1	BDEG_07495	BDET_07515	bden_JEL423_supercont1.12	907819	908788	-1	yes
fgenesh1_pg.C_scaffold_16000158.5	bden_t_28128	bdenJAM81_scaffold_16	422066	426791	1	BDEG_08276	BDET_08301	bden_JEL423_supercont1.15	419195	423463	-1	yes
GP3.081620.5	bden_t_92603	bdenJAM81_scaffold_18	344375	344941	-1						NO_GENES_IN_INTERVAL
estExt_fgenesh1_pg.C_30432.5	bden_t_34658	bdenJAM81_scaffold_3	1329203	1332289	-1	BDEG_04350	BDET_04364	bden_JEL423_supercont1.5	1329818	1332835	-1	yes
fgenesh1_pg.C_scaffold_11000231.5	bden_t_26976	bdenJAM81_scaffold_11	707307	709625	-1	BDEG_07746	BDET_07767	bden_JEL423_supercont1.13	639901	641769	-1	yes
fgenesh1_pg.C_scaffold_6000078.5	bden_t_24849	bdenJAM81_scaffold_6	262442	265964	-1	BDEG_04969	BDET_04984	bden_JEL423_supercont1.6	1293142	1296664	-1	yes
fgenesh1_pg.C_scaffold_11000095.5	bden_t_26840	bdenJAM81_scaffold_11	307414	308159	-1	BDEG_07605	BDET_07625	bden_JEL423_supercont1.13	277876	278621	-1	yes
estExt_fgenesh1_pg.C_10214.5	bden_t_33932	bdenJAM81_scaffold_1	633889	636071	-1	BDEG_00240	BDET_00242	bden_JEL423_supercont1.1	639717	641823	-1	yes
GP3.075960.5	bden_t_92037	bdenJAM81_scaffold_15	75720	77491	1	BDEG_08082	BDET_08105	bden_JEL423_supercont1.14	806457	807047	-1	yes
estExt_fgenesh1_pg.C_130219.5	bden_t_35970	bdenJAM81_scaffold_13	639228	654759	1	BDEG_06508	BDET_06526	bden_JEL423_supercont1.10	376532	377258	-1	no
estExt_fgenesh1_pg.C_130219.5	bden_t_35970	bdenJAM81_scaffold_13	639228	654759	1	BDEG_06507	BDET_06525	bden_JEL423_supercont1.10	361415	375695	-1	no
fgenesh1_pg.C_scaffold_6000179.5	bden_t_24950	bdenJAM81_scaffold_6	559805	562285	-1	BDEG_04845	BDET_04860	bden_JEL423_supercont1.6	990899	991736	-1	no
fgenesh1_pg.C_scaffold_6000179.5	bden_t_24950	bdenJAM81_scaffold_6	559805	562285	-1	BDEG_04846	BDET_04861	bden_JEL423_supercont1.6	992119	993509	-1	no
GP3.073160.5	bden_t_91757	bdenJAM81_scaffold_14	446861	447754	-1	BDEG_01763	BDET_01767	bden_JEL423_supercont1.2	234690	235545	-1	yes
e_gw1.14.169.1.5	bden_t_13975	bdenJAM81_scaffold_14	206986	208087	1	BDEG_01852	BDET_01856	bden_JEL423_supercont1.2	471868	472756	-1	no
e_gw1.14.169.1.5	bden_t_13975	bdenJAM81_scaffold_14	206986	208087	1	BDEG_01853	BDET_01857	bden_JEL423_supercont1.2	472755	473386	-1	no
fgenesh1_pg.C_scaffold_6000284.5	bden_t_25055	bdenJAM81_scaffold_6	862818	863354	-1	BDEG_04731	BDET_04745	bden_JEL423_supercont1.6	689662	690304	-1	yes
estExt_fgenesh1_pg.C_160080.5	bden_t_36153	bdenJAM81_scaffold_16	215593	217709	1	BDEG_08171	BDET_08195	bden_JEL423_supercont1.15	166669	168759	-1	yes
estExt_fgenesh1_pg.C_140121.5	bden_t_36031	bdenJAM81_scaffold_14	354144	356558	1	BDEG_01800	BDET_01804	bden_JEL423_supercont1.2	326045	327296	-1	yes
fgenesh1_pg.C_scaffold_103000001.5	bden_t_28926	bdenJAM81_scaffold_103	350	1985	-1						NO_SYNTENIC_ALIGNMENT
GP3.003350.5	bden_t_84776	bdenJAM81_scaffold_1	1816202	1816772	1	BDEG_00682	BDET_00686	bden_JEL423_supercont1.1	1811145	1811708	-1	yes
fgenesh1_pg.C_scaffold_8000053.5	bden_t_25721	bdenJAM81_scaffold_8	187386	188969	-1	BDEG_07159	BDET_07178	bden_JEL423_supercont1.12	839	1399	-1	no
fgenesh1_pg.C_scaffold_8000053.5	bden_t_25721	bdenJAM81_scaffold_8	187386	188969	-1	BDEG_07160	BDET_07179	bden_JEL423_supercont1.12	1735	2680	-1	no
GP3.010630.5	bden_t_85504	bdenJAM81_scaffold_1	1412649	1413760	-1	BDEG_00521	BDET_00523	bden_JEL423_supercont1.1	1412796	1413907	-1	yes
fgenesh1_pg.C_scaffold_5000269.5	bden_t_24553	bdenJAM81_scaffold_5	915276	915879	-1	BDEG_05332	BDET_05348	bden_JEL423_supercont1.7	758620	759084	-1	yes
estExt_fgenesh1_pg.C_10583.5	bden_t_34055	bdenJAM81_scaffold_1	1734223	1738975	1	BDEG_00649	BDET_00653	bden_JEL423_supercont1.1	1732060	1735339	-1	no
estExt_fgenesh1_pg.C_10583.5	bden_t_34055	bdenJAM81_scaffold_1	1734223	1738975	1	BDEG_00648	BDET_00652	bden_JEL423_supercont1.1	1729891	1731732	-1	no
GP3.037850.5	bden_t_88226	bdenJAM81_scaffold_5	839364	840047	-1	BDEG_05296	BDET_05312	bden_JEL423_supercont1.7	683018	683774	-1	yes
estExt_fgenesh1_pg.C_50376.5	bden_t_35022	bdenJAM81_scaffold_5	1228721	1230519	1	BDEG_05463	BDET_05480	bden_JEL423_supercont1.7	1072183	1073893	-1	yes
estExt_fgenesh1_pg.C_20395.5	bden_t_34460	bdenJAM81_scaffold_2	1236571	1237836	1	BDEG_03421	BDET_03429	bden_JEL423_supercont1.4	582569	583798	-1	yes
estExt_fgenesh1_kg.C_20062.5	bden_t_36629	bdenJAM81_scaffold_2	982180	983620	-1	BDEG_03504	BDET_03512	bden_JEL423_supercont1.4	830521	833462	-1	yes
GP3.005920.5	bden_t_85033	bdenJAM81_scaffold_1	3274952	3275891	1	BDEG_01235	BDET_01239	bden_JEL423_supercont1.1	3301959	3302729	-1	yes
GP3.049420.5	bden_t_89383	bdenJAM81_scaffold_7	291626	294822	1	BDEG_02642	BDET_02649	bden_JEL423_supercont1.3	283685	286968	-1	yes
GP3.087490.5	bden_t_93190	bdenJAM81_scaffold_114	4556	6067	-1	BDEG_06850	BDET_06869	bden_JEL423_supercont1.11	224957	227244	-1	yes
estExt_fgenesh1_kg.C_10153.5	bden_t_36460	bdenJAM81_scaffold_1	2192085	2192815	-1	BDEG_00832	BDET_00836	bden_JEL423_supercont1.1	2185853	2187877	-1	yes
GP3.077750.5	bden_t_92216	bdenJAM81_scaffold_16	435839	436589	-1	BDEG_08280	BDET_08305	bden_JEL423_supercont1.15	432968	433718	-1	yes
GP3.056620.5	bden_t_90103	bdenJAM81_scaffold_9	862841	864549	1	BDEG_05667	BDET_05684	bden_JEL423_supercont1.8	210669	211504	-1	no
GP3.056620.5	bden_t_90103	bdenJAM81_scaffold_9	862841	864549	1	BDEG_05666	BDET_05683	bden_JEL423_supercont1.8	209875	210493	-1	no
estExt_Genewise1Plus.C_90190.5	bden_t_20168	bdenJAM81_scaffold_9	668174	670022	-1	BDEG_05740	BDET_05757	bden_JEL423_supercont1.8	407492	409244	-1	yes
GP3.000460.5	bden_t_84487	bdenJAM81_scaffold_1	267204	268399	-1	BDEG_00102	BDET_00102	bden_JEL423_supercont1.1	272792	273983	-1	yes
e_gw1.9.336.1.5	bden_t_12603	bdenJAM81_scaffold_9	629811	630131	-1	BDEG_05754	BDET_05771	bden_JEL423_supercont1.8	447457	447964	-1	yes
estExt_Genewise1.C_20431.5	bden_t_15932	bdenJAM81_scaffold_2	1481271	1482917	1	BDEG_03327	BDET_03335	bden_JEL423_supercont1.4	331457	333997	-1	yes
GP3.023280.5	bden_t_86769	bdenJAM81_scaffold_3	280572	282360	-1	BDEG_03966	BDET_03976	bden_JEL423_supercont1.5	277238	278997	-1	yes
fgenesh1_pg.C_scaffold_9000118.5	bden_t_26206	bdenJAM81_scaffold_9	429763	437048	-1	BDEG_05829	BDET_05846	bden_JEL423_supercont1.8	640642	641747	-1	no
fgenesh1_pg.C_scaffold_9000118.5	bden_t_26206	bdenJAM81_scaffold_9	429763	437048	-1	BDEG_05830	BDET_05847	bden_JEL423_supercont1.8	642081	645002	-1	no
fgenesh1_pg.C_scaffold_9000118.5	bden_t_26206	bdenJAM81_scaffold_9	429763	437048	-1	BDEG_05831	BDET_05848	bden_JEL423_supercont1.8	645859	647928	-1	no
GP3.071120.5	bden_t_91553	bdenJAM81_scaffold_13	114577	116220	1	BDEG_06722	BDET_06740	bden_JEL423_supercont1.10	898074	899717	-1	yes
estExt_fgenesh1_pg.C_10027.5	bden_t_33868	bdenJAM81_scaffold_1	88277	91337	1	BDEG_00031	BDET_00031	bden_JEL423_supercont1.1	94448	97342	-1	yes
fgenesh1_pg.C_scaffold_2000215.5	bden_t_22828	bdenJAM81_scaffold_2	630651	632085	-1	BDEG_03626	BDET_03635	bden_JEL423_supercont1.4	1184106	1185541	-1	yes
fgenesh1_pg.C_scaffold_5000431.5	bden_t_24715	bdenJAM81_scaffold_5	1374989	1376580	1	BDEG_05523	BDET_05540	bden_JEL423_supercont1.7	1215438	1217027	-1	yes
fgenesh1_pm.C_scaffold_1000035.5	bden_t_29097	bdenJAM81_scaffold_1	343677	344683	-1	BDEG_00133	BDET_00133	bden_JEL423_supercont1.1	349655	350325	-1	yes
estExt_fgenesh1_pg.C_80047.5	bden_t_35363	bdenJAM81_scaffold_8	160817	167527	-1	BDEG_07170	BDET_07189	bden_JEL423_supercont1.12	22439	29284	-1	no
estExt_fgenesh1_pg.C_80047.5	bden_t_35363	bdenJAM81_scaffold_8	160817	167527	-1	BDEG_07171	BDET_07190	bden_JEL423_supercont1.12	29300	30236	-1	no
GP3.050190.5	bden_t_89460	bdenJAM81_scaffold_7	1178870	1181308	1	BDEG_02956	BDET_02964	bden_JEL423_supercont1.3	1160265	1162722	-1	yes
GP3.048850.5	bden_t_89326	bdenJAM81_scaffold_7	238298	239887	-1	BDEG_02621	BDET_02628	bden_JEL423_supercont1.3	230208	231797	-1	yes
fgenesh1_pg.C_scaffold_5000259.5	bden_t_24543	bdenJAM81_scaffold_5	887206	888017	1	BDEG_05320	BDET_05336	bden_JEL423_supercont1.7	730367	731249	-1	yes
estExt_fgenesh1_pg.C_10536.5	bden_t_34035	bdenJAM81_scaffold_1	1615702	1617378	-1	BDEG_00595	BDET_00598	bden_JEL423_supercont1.1	1608380	1609984	-1	yes
GP3.037730.5	bden_t_88214	bdenJAM81_scaffold_5	906319	907965	-1	BDEG_05329	BDET_05345	bden_JEL423_supercont1.7	749516	750931	-1	yes
GP3.084240.5	bden_t_92865	bdenJAM81_scaffold_20	120061	120420	1						NO_GENES_IN_INTERVAL
estExt_fgenesh1_kg.C_150010.5	bden_t_37464	bdenJAM81_scaffold_15	170751	172583	1	BDEG_08034	BDET_08057	bden_JEL423_supercont1.14	698633	700317	-1	yes
fgenesh1_kg.C_scaffold_37000001.5	bden_t_32566	bdenJAM81_scaffold_37	9601	10191	-1						NO_SYNTENIC_ALIGNMENT
e_gw1.6.211.1.5	bden_t_11429	bdenJAM81_scaffold_6	1316551	1318056	1	BDEG_04569	BDET_04583	bden_JEL423_supercont1.6	235463	237010	-1	yes
estExt_Genewise1Plus.C_120035.5	bden_t_20539	bdenJAM81_scaffold_12	204967	206581	-1	BDEG_07289	BDET_07308	bden_JEL423_supercont1.12	335586	338551	-1	yes
fgenesh1_pg.C_scaffold_18000099.5	bden_t_28446	bdenJAM81_scaffold_18	312101	313435	1	BDEG_03116	BDET_03124	bden_JEL423_supercont1.3	1579951	1581285	-1	yes
e_gw1.20.51.1.5	bden_t_14950	bdenJAM81_scaffold_20	154047	155644	-1	BDEG_06409	BDET_06427	bden_JEL423_supercont1.10	115048	117177	-1	yes
e_gw1.5.318.1.5	bden_t_10968	bdenJAM81_scaffold_5	423625	424577	1	BDEG_05160	BDET_05175	bden_JEL423_supercont1.7	268247	268639	-1	yes
GP3.035130.5	bden_t_87954	bdenJAM81_scaffold_5	299974	302394	1	BDEG_05117	BDET_05132	bden_JEL423_supercont1.7	143377	145689	-1	yes
estExt_fgenesh1_pg.C_110152.5	bden_t_35777	bdenJAM81_scaffold_11	470708	479675	1	BDEG_07670	BDET_07690	bden_JEL423_supercont1.13	441779	444117	-1	no
estExt_fgenesh1_pg.C_110152.5	bden_t_35777	bdenJAM81_scaffold_11	470708	479675	1	BDEG_07671	BDET_07691	bden_JEL423_supercont1.13	445139	448475	-1	no
estExt_fgenesh1_pg.C_110152.5	bden_t_35777	bdenJAM81_scaffold_11	470708	479675	1	BDEG_07669	BDET_07689	bden_JEL423_supercont1.13	439537	441245	-1	no
fgenesh1_pg.C_scaffold_7000107.5	bden_t_25355	bdenJAM81_scaffold_7	345621	347729	1	BDEG_02660	BDET_02667	bden_JEL423_supercont1.3	338098	339745	-1	yes
e_gw1.6.209.1.5	bden_t_11758	bdenJAM81_scaffold_6	609002	610664	1	BDEG_04828	BDET_04842	bden_JEL423_supercont1.6	942421	945427	-1	yes
GP3.067310.5	bden_t_91172	bdenJAM81_scaffold_12	719682	720362	-1	BDEG_07484	BDET_07504	bden_JEL423_supercont1.12	874755	875511	-1	yes
fgenesh1_pg.C_scaffold_1000006.5	bden_t_21133	bdenJAM81_scaffold_1	22547	24203	-1	BDEG_00009	BDET_00009	bden_JEL423_supercont1.1	28246	29876	-1	yes
fgenesh1_pg.C_scaffold_8000120.5	bden_t_25788	bdenJAM81_scaffold_8	387957	388855	-1	BDEG_06310	BDET_06327	bden_JEL423_supercont1.9	891708	892606	-1	yes
fgenesh1_pg.C_scaffold_1000941.5	bden_t_22068	bdenJAM81_scaffold_1	2776812	2778413	-1	BDEG_01042	BDET_01046	bden_JEL423_supercont1.1	2784332	2785933	-1	yes
fgenesh1_pg.C_scaffold_1000785.5	bden_t_21912	bdenJAM81_scaffold_1	2284785	2285927	-1	BDEG_00868	BDET_00872	bden_JEL423_supercont1.1	2281064	2281668	-1	no
fgenesh1_pg.C_scaffold_1000785.5	bden_t_21912	bdenJAM81_scaffold_1	2284785	2285927	-1	BDEG_00867	BDET_00871	bden_JEL423_supercont1.1	2279756	2280761	-1	no
e_gw1.5.6.1.5	bden_t_10893	bdenJAM81_scaffold_5	164962	170022	-1	BDEG_05074	BDET_05089	bden_JEL423_supercont1.7	41786	46365	-1	yes
e_gw1.2.303.1.5	bden_t_9339	bdenJAM81_scaffold_2	1539610	1541150	-1	BDEG_03308	BDET_03316	bden_JEL423_supercont1.4	272850	274531	-1	yes
GP3.049280.5	bden_t_89369	bdenJAM81_scaffold_7	126617	129175	1	BDEG_02580	BDET_02587	bden_JEL423_supercont1.3	113991	116548	-1	yes
gw1.3.533.1.5	bden_t_7454	bdenJAM81_scaffold_3	584334	584507	1	BDEG_04067	BDET_04077	bden_JEL423_supercont1.5	581564	585137	-1	yes
fgenesh1_pg.C_scaffold_16000165.5	bden_t_28135	bdenJAM81_scaffold_16	443055	444888	-1	BDEG_08283	BDET_08308	bden_JEL423_supercont1.15	440184	442017	-1	yes
fgenesh1_pg.C_scaffold_1001310.5	bden_t_22437	bdenJAM81_scaffold_1	3915100	3923279	1	BDEG_01471	BDET_01475	bden_JEL423_supercont1.1	3943714	3951893	-1	yes
fgenesh1_pg.C_scaffold_17000004.5	bden_t_28177	bdenJAM81_scaffold_17	29477	30292	-1	BDEG_08522	BDET_08547	bden_JEL423_supercont1.16	490973	491788	-1	yes
fgenesh1_pg.C_scaffold_7000311.5	bden_t_25559	bdenJAM81_scaffold_7	974417	980104	1	BDEG_02890	BDET_02898	bden_JEL423_supercont1.3	963345	965057	-1	no
fgenesh1_pg.C_scaffold_7000311.5	bden_t_25559	bdenJAM81_scaffold_7	974417	980104	1	BDEG_02891	BDET_02899	bden_JEL423_supercont1.3	966645	968357	-1	no
GP3.074290.5	bden_t_91870	bdenJAM81_scaffold_14	686359	687069	1	BDEG_01677	BDET_01681	bden_JEL423_supercont1.2	15145	15855	-1	yes
fgenesh1_pg.C_scaffold_12000189.5	bden_t_27240	bdenJAM81_scaffold_12	595409	596011	-1	BDEG_07438	BDET_07458	bden_JEL423_supercont1.12	748047	748649	-1	yes
GP3.057320.5	bden_t_90173	bdenJAM81_scaffold_9	659205	660430	-1	BDEG_05742	BDET_05759	bden_JEL423_supercont1.8	416951	418299	-1	yes
e_gw1.3.543.1.5	bden_t_10083	bdenJAM81_scaffold_3	1575355	1575748	-1	BDEG_04441	BDET_04455	bden_JEL423_supercont1.5	1577406	1577945	-1	yes
GP3.087100.5	bden_t_93151	bdenJAM81_scaffold_94	443	2138	-1						NO_SYNTENIC_ALIGNMENT
