GLEAN_PASA	MRNA_FROM	CHROM	START_FROM	STOP_FROM	STRAND_FROM	JGI	MRNA_TO	START_TO	STOP_TO	STRAND_TO	SINGLE_MATCH
GLEANP3_001350	GLEANP3_001350.t1	bdenJAM81_scaffold_1	747561	749387	-1	estExt_fgenesh1_pg.C_10252.5	bden_t_33947	estExt_fgenesh1_pg.C_10252.5	747561	749387	-1	yes
GLEANP3_001360	GLEANP3_001360.t1	bdenJAM81_scaffold_1	749727	751753	-1	estExt_fgenesh1_pg.C_10253.5	bden_t_33948	estExt_fgenesh1_pg.C_10253.5	749727	751753	-1	yes
GLEANP3_001370	GLEANP3_001370.t1	bdenJAM81_scaffold_1	755674	756541	-1	GP3.001370.5	bden_t_84578	GP3.001370.5	755674	756541	-1	yes
GLEANP3_001380	GLEANP3_001380.t1	bdenJAM81_scaffold_1	762694	763921	-1	estExt_fgenesh1_pg.C_10258.5	bden_t_33949	estExt_fgenesh1_pg.C_10258.5	762694	763921	-1	yes
GLEANP3_001390	GLEANP3_001390.t1	bdenJAM81_scaffold_1	767590	771559	-1	e_gw1.1.880.1.5	bden_t_8821	e_gw1.1.880.1.5	768410	769762	-1	no
GLEANP3_001390	GLEANP3_001390.t1	bdenJAM81_scaffold_1	767590	771559	-1	fgenesh1_pg.C_scaffold_1000264.5	bden_t_21391	fgenesh1_pg.C_scaffold_1000264.5	770189	772250	-1	no
GLEANP3_001400	GLEANP3_001400.t1	bdenJAM81_scaffold_1	772443	776402	1	GP3.001400.5	bden_t_84581	GP3.001400.5	772443	776402	1	yes
GLEANP3_001410	bdenJAM81_scaffold_1	776409	779819	1					NO_MATCH
GLEANP3_001420	GLEANP3_001420.t1	bdenJAM81_scaffold_1	779853	782626	-1	gw1.1.210.1.5	bden_t_1166	gw1.1.210.1.5	780033	782077	-1	yes
GLEANP3_001430	GLEANP3_001430.t1	bdenJAM81_scaffold_1	782984	784412	1	e_gw1.1.980.1.5	bden_t_9261	e_gw1.1.980.1.5	783086	784318	1	yes
GLEANP3_001440	GLEANP3_001440.t1	bdenJAM81_scaffold_1	785011	788047	1	estExt_fgenesh1_kg.C_10051.5	bden_t_36366	estExt_fgenesh1_kg.C_10051.5	786590	788047	1	yes
GLEANP3_001450	GLEANP3_001450.t1	bdenJAM81_scaffold_1	788584	791109	1	GP3.001450.5	bden_t_84586	GP3.001450.5	788584	791109	1	yes
GLEANP3_001460	GLEANP3_001460.t1	bdenJAM81_scaffold_1	791251	793884	1	estExt_fgenesh1_pg.C_10268.5	bden_t_33953	estExt_fgenesh1_pg.C_10268.5	791251	793884	1	yes
GLEANP3_001470	GLEANP3_001470.t1	bdenJAM81_scaffold_1	794269	797632	-1	GP3.001470.5	bden_t_84588	GP3.001470.5	794269	797632	-1	yes
GLEANP3_001480	GLEANP3_001480.t1	bdenJAM81_scaffold_1	798618	800431	1	GP3.001480.5	bden_t_84589	GP3.001480.5	798618	800431	1	yes
GLEANP3_001490	GLEANP3_001490.t1	bdenJAM81_scaffold_1	809036	812593	-1	gw1.1.416.1.5	bden_t_2229	gw1.1.416.1.5	812592	814439	1	no
GLEANP3_001490	GLEANP3_001490.t1	bdenJAM81_scaffold_1	809036	812593	-1	e_gw1.1.118.1.5	bden_t_8977	e_gw1.1.118.1.5	809149	812172	-1	no
GLEANP3_001500	GLEANP3_001500.t1	bdenJAM81_scaffold_1	814781	818307	1	fgenesh1_pg.C_scaffold_1000280.5	bden_t_21407	fgenesh1_pg.C_scaffold_1000280.5	818294	818833	-1	no
GLEANP3_001500	GLEANP3_001500.t1	bdenJAM81_scaffold_1	814781	818307	1	estExt_Genewise1Plus.C_10267.5	bden_t_18251	estExt_Genewise1Plus.C_10267.5	816838	818307	1	no
GLEANP3_001510	GLEANP3_001510.t1	bdenJAM81_scaffold_1	819644	821146	1	estExt_fgenesh1_kg.C_10054.5	bden_t_36369	estExt_fgenesh1_kg.C_10054.5	819643	821156	1	yes
GLEANP3_001520	GLEANP3_001520.t1	bdenJAM81_scaffold_1	822910	826006	1	GP3.001520.5	bden_t_84593	GP3.001520.5	822910	826006	1	yes
GLEANP3_001530	GLEANP3_001530.t1	bdenJAM81_scaffold_1	826405	828617	1	estExt_fgenesh1_kg.C_10055.5	bden_t_36370	estExt_fgenesh1_kg.C_10055.5	826405	828617	1	yes
GLEANP3_001540	GLEANP3_001540.t1	bdenJAM81_scaffold_1	828759	837184	1	fgenesh1_pg.C_scaffold_1000285.5	bden_t_21412	fgenesh1_pg.C_scaffold_1000285.5	828759	837168	1	yes
GLEANP3_001550	GLEANP3_001550.t1	bdenJAM81_scaffold_1	845838	849414	1	estExt_Genewise1Plus.C_10274.5	bden_t_18255	estExt_Genewise1Plus.C_10274.5	845839	849431	1	yes
GLEANP3_001560	GLEANP3_001560.t1	bdenJAM81_scaffold_1	850068	851927	1	GP3.001560.5	bden_t_84597	GP3.001560.5	850068	851927	1	yes
GLEANP3_001570	GLEANP3_001570.t1	bdenJAM81_scaffold_1	852571	854596	1	estExt_Genewise1.C_10280.5	bden_t_15313	estExt_Genewise1.C_10280.5	852736	854595	1	yes
GLEANP3_001580	GLEANP3_001580.t1	bdenJAM81_scaffold_1	855177	857133	1	estExt_fgenesh1_pg.C_10289.5	bden_t_33960	estExt_fgenesh1_pg.C_10289.5	855092	857139	1	yes
GLEANP3_001590	GLEANP3_001590.t1	bdenJAM81_scaffold_1	858551	859974	1	GP3.001590.5	bden_t_84600	GP3.001590.5	858551	859974	1	yes
GLEANP3_001600	GLEANP3_001600.t1	bdenJAM81_scaffold_1	860047	861585	-1	GP3.001600.5	bden_t_84601	GP3.001600.5	860047	861585	-1	yes
GLEANP3_001610	GLEANP3_001610.t1	bdenJAM81_scaffold_1	867338	869636	-1	e_gw1.1.223.1.5	bden_t_8973	e_gw1.1.223.1.5	867393	868778	-1	yes
GLEANP3_001620	GLEANP3_001620.t1	bdenJAM81_scaffold_1	873114	876931	1	GP3.001620.5	bden_t_84603	GP3.001620.5	873114	876931	1	yes
GLEANP3_001630	GLEANP3_001630.t1	bdenJAM81_scaffold_1	896088	897821	1	estExt_Genewise1Plus.C_10293.5	bden_t_18271	estExt_Genewise1Plus.C_10293.5	896088	897821	1	yes
GLEANP3_001640	GLEANP3_001640.t1	bdenJAM81_scaffold_1	899533	902034	-1	GP3.001640.5	bden_t_84605	GP3.001640.5	899533	902034	-1	yes
GLEANP3_001650	GLEANP3_001650.t1	bdenJAM81_scaffold_1	905801	909787	-1	GP3.001650.5	bden_t_84606	GP3.001650.5	905801	909787	-1	yes
GLEANP3_001660	GLEANP3_001660.t1	bdenJAM81_scaffold_1	909878	911909	-1	estExt_Genewise1Plus.C_10299.5	bden_t_18273	estExt_Genewise1Plus.C_10299.5	909878	911909	-1	yes
GLEANP3_001670	GLEANP3_001670.t1	bdenJAM81_scaffold_1	912032	914864	-1	GP3.001670.5	bden_t_84608	GP3.001670.5	912032	914864	-1	yes
GLEANP3_001680	GLEANP3_001680.t1	bdenJAM81_scaffold_1	919337	920686	-1	GP3.013040.5	bden_t_85745	GP3.013040.5	918497	919750	1	no
GLEANP3_001680	GLEANP3_001680.t1	bdenJAM81_scaffold_1	919337	920686	-1	estExt_Genewise1.C_10302.5	bden_t_15328	estExt_Genewise1.C_10302.5	919980	920686	-1	no
GLEANP3_001690	GLEANP3_001690.t1	bdenJAM81_scaffold_1	926503	927628	1	GP3.001690.5	bden_t_84610	GP3.001690.5	926503	927628	1	yes
GLEANP3_001700	GLEANP3_001700.t1	bdenJAM81_scaffold_1	927690	931668	-1	GP3.001700.5	bden_t_84611	GP3.001700.5	927690	931668	-1	yes
GLEANP3_001710	GLEANP3_001710.t1	bdenJAM81_scaffold_1	931804	934412	-1	e_gw1.1.382.1.5	bden_t_8649	e_gw1.1.382.1.5	931888	934227	-1	yes
GLEANP3_001720	GLEANP3_001720.t1	bdenJAM81_scaffold_1	935642	938826	-1	GP3.001720.5	bden_t_84613	GP3.001720.5	935642	938826	-1	yes
GLEANP3_001730	GLEANP3_001730.t1	bdenJAM81_scaffold_1	941379	942884	-1	fgenesh1_pg.C_scaffold_1000319.5	bden_t_21446	fgenesh1_pg.C_scaffold_1000319.5	941388	944769	-1	yes
GLEANP3_001740	GLEANP3_001740.t1	bdenJAM81_scaffold_1	944920	946782	-1	GP3.001740.5	bden_t_84615	GP3.001740.5	944920	946782	-1	yes
GLEANP3_001750	GLEANP3_001750.t1	bdenJAM81_scaffold_1	948830	950483	-1	estExt_fgenesh1_kg.C_10064.5	bden_t_36379	estExt_fgenesh1_kg.C_10064.5	948835	950483	-1	yes
GLEANP3_001760	GLEANP3_001760.t1	bdenJAM81_scaffold_1	950814	952926	-1	GP3.001760.5	bden_t_84617	GP3.001760.5	950814	952926	-1	yes
GLEANP3_001770	GLEANP3_001770.t1	bdenJAM81_scaffold_1	952969	955280	-1	GP3.001770.5	bden_t_84618	GP3.001770.5	952969	955280	-1	yes
GLEANP3_001780	GLEANP3_001780.t1	bdenJAM81_scaffold_1	959209	961336	-1	fgenesh1_pg.C_scaffold_1000325.5	bden_t_21452	fgenesh1_pg.C_scaffold_1000325.5	959611	961336	-1	yes
GLEANP3_001790	GLEANP3_001790.t1	bdenJAM81_scaffold_1	962019	965119	1	GP3.001790.5	bden_t_84620	GP3.001790.5	962019	965119	1	yes
GLEANP3_001800	GLEANP3_001800.t1	bdenJAM81_scaffold_1	965115	967335	-1	GP3.001790.5	bden_t_84620	GP3.001790.5	962019	965119	1	no
GLEANP3_001800	GLEANP3_001800.t1	bdenJAM81_scaffold_1	965115	967335	-1	e_gw1.1.385.1.5	bden_t_8015	e_gw1.1.385.1.5	965268	967204	-1	no
GLEANP3_001810	GLEANP3_001810.t1	bdenJAM81_scaffold_1	968673	970648	1	estExt_fgenesh1_kg.C_10065.5	bden_t_36380	estExt_fgenesh1_kg.C_10065.5	968785	970648	1	yes
GLEANP3_001820	GLEANP3_001820.t1	bdenJAM81_scaffold_1	975582	979311	-1	fgenesh1_pm.C_scaffold_1000080.5	bden_t_29142	fgenesh1_pm.C_scaffold_1000080.5	975930	979467	-1	yes
GLEANP3_001830	GLEANP3_001830.t1	bdenJAM81_scaffold_1	983394	985795	1	estExt_fgenesh1_pg.C_10331.5	bden_t_33973	estExt_fgenesh1_pg.C_10331.5	983496	985800	1	yes
GLEANP3_001840	GLEANP3_001840.t1	bdenJAM81_scaffold_1	988577	990214	1	estExt_fgenesh1_pg.C_10333.5	bden_t_33975	estExt_fgenesh1_pg.C_10333.5	988577	996047	1	yes
GLEANP3_001850	GLEANP3_001850.t1	bdenJAM81_scaffold_1	1000015	1002127	-1	estExt_fgenesh1_pg.C_10336.5	bden_t_33976	estExt_fgenesh1_pg.C_10336.5	1000015	1002126	-1	yes
GLEANP3_001860	GLEANP3_001860.t1	bdenJAM81_scaffold_1	1002477	1004886	1	estExt_Genewise1.C_10334.5	bden_t_15336	estExt_Genewise1.C_10334.5	1002477	1004886	1	yes
GLEANP3_001870	GLEANP3_001870.t1	bdenJAM81_scaffold_1	1005069	1005868	-1	estExt_Genewise1.C_10339.5	bden_t_15341	estExt_Genewise1.C_10339.5	1005076	1005868	-1	yes
GLEANP3_001880	GLEANP3_001880.t1	bdenJAM81_scaffold_1	1006265	1007011	1	GP3.001880.5	bden_t_84629	GP3.001880.5	1006265	1007011	1	yes
GLEANP3_001890	GLEANP3_001890.t1	bdenJAM81_scaffold_1	1010847	1013152	1	estExt_fgenesh1_kg.C_10069.5	bden_t_36383	estExt_fgenesh1_kg.C_10069.5	1010847	1012203	1	no
GLEANP3_001890	GLEANP3_001890.t1	bdenJAM81_scaffold_1	1010847	1013152	1	estExt_fgenesh1_kg.C_10070.5	bden_t_36384	estExt_fgenesh1_kg.C_10070.5	1012195	1013152	-1	no
GLEANP3_001900	GLEANP3_001900.t1	bdenJAM81_scaffold_1	1013273	1014108	1	GP3.001900.5	bden_t_84631	GP3.001900.5	1013273	1014108	1	yes
GLEANP3_001910	GLEANP3_001910.t1	bdenJAM81_scaffold_1	1021909	1024520	-1	estExt_fgenesh1_pg.C_10347.5	bden_t_33981	estExt_fgenesh1_pg.C_10347.5	1021906	1024520	-1	yes
GLEANP3_001920	GLEANP3_001920.t1	bdenJAM81_scaffold_1	1027140	1028069	1	estExt_fgenesh1_pg.C_10348.5	bden_t_33982	estExt_fgenesh1_pg.C_10348.5	1027140	1028069	1	yes
GLEANP3_001930	GLEANP3_001930.t1	bdenJAM81_scaffold_1	1028122	1029612	-1	estExt_fgenesh1_pm.C_10084.5	bden_t_32641	estExt_fgenesh1_pm.C_10084.5	1028122	1029612	-1	yes
GLEANP3_001940	GLEANP3_001940.t1	bdenJAM81_scaffold_1	1029768	1032162	-1	estExt_Genewise1.C_10345.5	bden_t_15345	estExt_Genewise1.C_10345.5	1029768	1031832	-1	yes
GLEANP3_001950	GLEANP3_001950.t1	bdenJAM81_scaffold_1	1036358	1039795	1	e_gw1.1.423.1.5	bden_t_8986	e_gw1.1.423.1.5	1038058	1039752	1	yes
GLEANP3_001960	GLEANP3_001960.t1	bdenJAM81_scaffold_1	1039885	1041862	-1	estExt_fgenesh1_kg.C_10073.5	bden_t_36387	estExt_fgenesh1_kg.C_10073.5	1039955	1041862	-1	yes
GLEANP3_001970	GLEANP3_001970.t1	bdenJAM81_scaffold_1	1042300	1043344	-1	fgenesh1_pg.C_scaffold_1000357.5	bden_t_21484	fgenesh1_pg.C_scaffold_1000357.5	1042327	1042875	-1	yes
GLEANP3_001980	GLEANP3_001980.t1	bdenJAM81_scaffold_1	1043432	1046456	-1	estExt_Genewise1Plus.C_10354.5	bden_t_18299	estExt_Genewise1Plus.C_10354.5	1043434	1046448	-1	yes
GLEANP3_001990	GLEANP3_001990.t1	bdenJAM81_scaffold_1	1068641	1069774	-1	estExt_fgenesh1_pg.C_10364.5	bden_t_33990	estExt_fgenesh1_pg.C_10364.5	1068658	1069774	-1	yes
GLEANP3_002000	GLEANP3_002000.t1	bdenJAM81_scaffold_1	1073755	1077216	1	estExt_fgenesh1_kg.C_10077.5	bden_t_36391	estExt_fgenesh1_kg.C_10077.5	1076467	1077216	1	yes
GLEANP3_002010	GLEANP3_002010.t1	bdenJAM81_scaffold_1	1077346	1079424	-1	GP3.002010.5	bden_t_84642	GP3.002010.5	1077346	1079424	-1	yes
GLEANP3_002020	GLEANP3_002020.t1	bdenJAM81_scaffold_1	1084549	1086053	1	fgenesh1_kg.C_scaffold_1000078.5	bden_t_31079	fgenesh1_kg.C_scaffold_1000078.5	1084570	1086053	1	yes
GLEANP3_002030	GLEANP3_002030.t1	bdenJAM81_scaffold_1	1094388	1096702	1	GP3.002030.5	bden_t_84644	GP3.002030.5	1094388	1096702	1	yes
GLEANP3_002040	GLEANP3_002040.t1	bdenJAM81_scaffold_1	1107747	1108601	-1	gw1.1.1260.1.5	bden_t_6489	gw1.1.1260.1.5	1107884	1108319	-1	yes
GLEANP3_002050	GLEANP3_002050.t1	bdenJAM81_scaffold_1	1109240	1111981	-1	GP3.002050.5	bden_t_84646	GP3.002050.5	1109240	1111981	-1	yes
GLEANP3_002060	GLEANP3_002060.t1	bdenJAM81_scaffold_1	1116343	1118841	-1	estExt_Genewise1Plus.C_10369.5	bden_t_18307	estExt_Genewise1Plus.C_10369.5	1116343	1118841	-1	yes
GLEANP3_002070	GLEANP3_002070.t1	bdenJAM81_scaffold_1	1122955	1125175	1	estExt_fgenesh1_kg.C_10080.5	bden_t_36394	estExt_fgenesh1_kg.C_10080.5	1123960	1125175	-1	yes
GLEANP3_002080	GLEANP3_002080.t1	bdenJAM81_scaffold_1	1125621	1129937	1	estExt_fgenesh1_pg.C_10382.5	bden_t_33995	estExt_fgenesh1_pg.C_10382.5	1125619	1130013	1	yes
GLEANP3_002090	GLEANP3_002090.t1	bdenJAM81_scaffold_1	1134376	1140056	1	estExt_Genewise1Plus.C_10381.5	bden_t_18312	estExt_Genewise1Plus.C_10381.5	1134376	1138940	1	yes
GLEANP3_002100	GLEANP3_002100.t1	bdenJAM81_scaffold_1	1141346	1144503	1	fgenesh1_pg.C_scaffold_1000391.5	bden_t_21518	fgenesh1_pg.C_scaffold_1000391.5	1141529	1143231	1	no
GLEANP3_002100	GLEANP3_002100.t1	bdenJAM81_scaffold_1	1141346	1144503	1	estExt_Genewise1.C_10383.5	bden_t_15366	estExt_Genewise1.C_10383.5	1143470	1144503	1	no
GLEANP3_002110	GLEANP3_002110.t1	bdenJAM81_scaffold_1	1145859	1152765	-1	estExt_Genewise1.C_10389.5	bden_t_15370	estExt_Genewise1.C_10389.5	1148085	1152765	-1	yes
GLEANP3_002120	GLEANP3_002120.t1	bdenJAM81_scaffold_1	1161260	1167384	1	estExt_fgenesh1_pg.C_10394.5	bden_t_33999	estExt_fgenesh1_pg.C_10394.5	1160710	1167384	1	yes
GLEANP3_002130	GLEANP3_002130.t1	bdenJAM81_scaffold_1	1168067	1169328	-1	fgenesh1_pg.C_scaffold_1000399.5	bden_t_21526	fgenesh1_pg.C_scaffold_1000399.5	1168067	1169328	-1	yes
GLEANP3_002140	GLEANP3_002140.t1	bdenJAM81_scaffold_1	1179324	1181664	1	estExt_fgenesh1_pg.C_10397.5	bden_t_34000	estExt_fgenesh1_pg.C_10397.5	1179324	1181664	1	yes
GLEANP3_002150	GLEANP3_002150.t1	bdenJAM81_scaffold_1	1182933	1185835	-1	GP3.002150.5	bden_t_84656	GP3.002150.5	1182933	1185835	-1	yes
GLEANP3_002160	GLEANP3_002160.t1	bdenJAM81_scaffold_1	1186692	1190068	-1	GP3.002160.5	bden_t_84657	GP3.002160.5	1186692	1190068	-1	yes
GLEANP3_002170	GLEANP3_002170.t1	bdenJAM81_scaffold_1	1190407	1192010	1	estExt_Genewise1Plus.C_10396.5	bden_t_18320	estExt_Genewise1Plus.C_10396.5	1190409	1192005	1	yes
GLEANP3_002180	GLEANP3_002180.t1	bdenJAM81_scaffold_1	1195130	1196946	1	GP3.002180.5	bden_t_84659	GP3.002180.5	1195130	1196946	1	yes
GLEANP3_002190	GLEANP3_002190.t1	bdenJAM81_scaffold_1	1207833	1213011	-1	GP3.002190.5	bden_t_84660	GP3.002190.5	1207833	1213011	-1	yes
GLEANP3_002200	GLEANP3_002200.t1	bdenJAM81_scaffold_1	1213112	1214465	-1	estExt_fgenesh1_kg.C_10085.5	bden_t_36399	estExt_fgenesh1_kg.C_10085.5	1213112	1214465	-1	yes
GLEANP3_002210	GLEANP3_002210.t1	bdenJAM81_scaffold_1	1219147	1220302	-1	estExt_fgenesh1_kg.C_10086.5	bden_t_36400	estExt_fgenesh1_kg.C_10086.5	1219136	1219779	-1	no
GLEANP3_002210	GLEANP3_002210.t1	bdenJAM81_scaffold_1	1219147	1220302	-1	estExt_fgenesh1_kg.C_10087.5	bden_t_36401	estExt_fgenesh1_kg.C_10087.5	1220168	1221029	-1	no
GLEANP3_002220	GLEANP3_002220.t1	bdenJAM81_scaffold_1	1221811	1223712	-1	estExt_fgenesh1_pg.C_10413.5	bden_t_34005	estExt_fgenesh1_pg.C_10413.5	1221811	1223712	-1	yes
GLEANP3_002230	GLEANP3_002230.t1	bdenJAM81_scaffold_1	1226949	1228278	-1	GP3.002230.5	bden_t_84664	GP3.002230.5	1226949	1228278	-1	yes
GLEANP3_002240	GLEANP3_002240.t1	bdenJAM81_scaffold_1	1229072	1231105	-1	fgenesh1_pg.C_scaffold_1000420.5	bden_t_21547	fgenesh1_pg.C_scaffold_1000420.5	1229072	1231105	-1	yes
GLEANP3_002250	GLEANP3_002250.t1	bdenJAM81_scaffold_1	1237614	1239500	1	e_gw1.1.266.1.5	bden_t_8484	e_gw1.1.266.1.5	1236998	1239320	1	yes
GLEANP3_002260	GLEANP3_002260.t1	bdenJAM81_scaffold_1	1246404	1247985	-1	GP3.002260.5	bden_t_84667	GP3.002260.5	1246404	1247985	-1	yes
GLEANP3_002270	GLEANP3_002270.t1	bdenJAM81_scaffold_1	1251652	1252928	-1	estExt_Genewise1.C_10402.5	bden_t_15373	estExt_Genewise1.C_10402.5	1251652	1252928	-1	yes
GLEANP3_002280	GLEANP3_002280.t1	bdenJAM81_scaffold_1	1253043	1254532	1	estExt_fgenesh1_pg.C_10424.5	bden_t_34007	estExt_fgenesh1_pg.C_10424.5	1253043	1254532	1	yes
GLEANP3_002290	GLEANP3_002290.t1	bdenJAM81_scaffold_1	1264296	1265193	1	GP3.002290.5	bden_t_84670	GP3.002290.5	1264296	1265193	1	yes
GLEANP3_002300	GLEANP3_002300.t1	bdenJAM81_scaffold_1	1266105	1270778	1	gw1.1.1441.1.5	bden_t_7470	gw1.1.1441.1.5	1270245	1270644	1	yes
GLEANP3_002310	GLEANP3_002310.t1	bdenJAM81_scaffold_1	1280086	1282248	-1	GP3.002310.5	bden_t_84672	GP3.002310.5	1280086	1282248	-1	yes
GLEANP3_002320	GLEANP3_002320.t1	bdenJAM81_scaffold_1	1283347	1286781	1	estExt_fgenesh1_pg.C_10430.5	bden_t_34009	estExt_fgenesh1_pg.C_10430.5	1283339	1286781	1	yes
GLEANP3_002330	GLEANP3_002330.t1	bdenJAM81_scaffold_1	1297848	1300833	1	estExt_fgenesh1_pg.C_10435.5	bden_t_34010	estExt_fgenesh1_pg.C_10435.5	1297849	1300836	1	yes
GLEANP3_002340	GLEANP3_002340.t1	bdenJAM81_scaffold_1	1305950	1309712	-1	GP3.002340.5	bden_t_84675	GP3.002340.5	1305950	1309712	-1	yes
GLEANP3_002350	GLEANP3_002350.t1	bdenJAM81_scaffold_1	1310198	1315900	-1	estExt_fgenesh1_pg.C_10439.5	bden_t_34011	estExt_fgenesh1_pg.C_10439.5	1310198	1315900	-1	yes
GLEANP3_002360	GLEANP3_002360.t1	bdenJAM81_scaffold_1	1316034	1317835	1	gw1.1.1363.1.5	bden_t_7060	gw1.1.1363.1.5	1317240	1317533	1	yes
GLEANP3_002370	GLEANP3_002370.t1	bdenJAM81_scaffold_1	1318198	1324310	1	estExt_fgenesh1_pg.C_10441.5	bden_t_34013	estExt_fgenesh1_pg.C_10441.5	1318198	1324310	1	yes
GLEANP3_002380	GLEANP3_002380.t1	bdenJAM81_scaffold_1	1324598	1327620	-1	fgenesh1_pg.C_scaffold_1000447.5	bden_t_21574	fgenesh1_pg.C_scaffold_1000447.5	1324358	1327500	-1	yes
GLEANP3_002390	GLEANP3_002390.t1	bdenJAM81_scaffold_1	1329777	1334072	1	e_gw1.1.977.1.5	bden_t_8115	e_gw1.1.977.1.5	1330537	1332095	1	yes
GLEANP3_002400	GLEANP3_002400.t1	bdenJAM81_scaffold_1	1334323	1336729	-1	GP3.002400.5	bden_t_84681	GP3.002400.5	1334323	1336729	-1	yes
GLEANP3_002410	GLEANP3_002410.t1	bdenJAM81_scaffold_1	1338686	1344710	1	estExt_fgenesh1_pg.C_10447.5	bden_t_34015	estExt_fgenesh1_pg.C_10447.5	1337788	1345864	1	yes
GLEANP3_002420	GLEANP3_002420.t1	bdenJAM81_scaffold_1	1344921	1345864	1	estExt_fgenesh1_pg.C_10447.5	bden_t_34015	estExt_fgenesh1_pg.C_10447.5	1337788	1345864	1	yes
GLEANP3_002430	GLEANP3_002430.t1	bdenJAM81_scaffold_1	1349151	1352295	1	fgenesh1_pg.C_scaffold_1000454.5	bden_t_21581	fgenesh1_pg.C_scaffold_1000454.5	1348385	1352274	1	yes
GLEANP3_002440	GLEANP3_002440.t1	bdenJAM81_scaffold_1	1353991	1356694	-1	fgenesh1_pg.C_scaffold_1000456.5	bden_t_21583	fgenesh1_pg.C_scaffold_1000456.5	1354345	1356694	-1	no
GLEANP3_002440	GLEANP3_002440.t1	bdenJAM81_scaffold_1	1353991	1356694	-1	fgenesh1_pm.C_scaffold_1000108.5	bden_t_29170	fgenesh1_pm.C_scaffold_1000108.5	1353029	1354164	1	no
GLEANP3_002450	GLEANP3_002450.t1	bdenJAM81_scaffold_1	1358154	1362365	1	estExt_fgenesh1_kg.C_10090.5	bden_t_36404	estExt_fgenesh1_kg.C_10090.5	1361037	1362364	1	yes
GLEANP3_002460	GLEANP3_002460.t1	bdenJAM81_scaffold_1	1362531	1365298	-1	e_gw1.1.224.1.5	bden_t_9077	e_gw1.1.224.1.5	1362531	1365235	-1	yes
GLEANP3_002470	GLEANP3_002470.t1	bdenJAM81_scaffold_1	1366278	1370449	1	fgenesh1_kg.C_scaffold_1000091.5	bden_t_31092	fgenesh1_kg.C_scaffold_1000091.5	1366887	1367680	1	yes
GLEANP3_002480	GLEANP3_002480.t1	bdenJAM81_scaffold_1	1375109	1376556	-1	fgenesh1_pg.C_scaffold_1000461.5	bden_t_21588	fgenesh1_pg.C_scaffold_1000461.5	1375280	1376243	-1	yes
GLEANP3_002490	GLEANP3_002490.t1	bdenJAM81_scaffold_1	1381149	1382940	1	e_gw1.1.1005.1.5	bden_t_7892	e_gw1.1.1005.1.5	1382198	1382826	1	yes
GLEANP3_002500	GLEANP3_002500.t1	bdenJAM81_scaffold_1	1383021	1384742	-1	estExt_fgenesh1_kg.C_10092.5	bden_t_36405	estExt_fgenesh1_kg.C_10092.5	1383012	1384744	-1	yes
GLEANP3_002510	GLEANP3_002510.t1	bdenJAM81_scaffold_1	1396619	1397428	1	e_gw1.1.1329.1.5	bden_t_9165	e_gw1.1.1329.1.5	1396589	1397281	1	yes
GLEANP3_002520	GLEANP3_002520.t1	bdenJAM81_scaffold_1	1397435	1401318	-1	e_gw1.1.104.1.5	bden_t_8680	e_gw1.1.104.1.5	1398127	1401318	-1	yes
GLEANP3_002530	GLEANP3_002530.t1	bdenJAM81_scaffold_1	1402613	1403603	1	fgenesh1_pg.C_scaffold_1000473.5	bden_t_21600	fgenesh1_pg.C_scaffold_1000473.5	1401730	1403588	1	yes
GLEANP3_002540	GLEANP3_002540.t1	bdenJAM81_scaffold_1	1403608	1407405	-1	estExt_fgenesh1_pg.C_10469.5	bden_t_34022	estExt_fgenesh1_pg.C_10469.5	1403614	1407398	-1	yes
GLEANP3_002550	GLEANP3_002550.t1	bdenJAM81_scaffold_1	1408811	1409716	1	GP3.002550.5	bden_t_84696	GP3.002550.5	1408811	1409716	1	yes
GLEANP3_002560	GLEANP3_002560.t1	bdenJAM81_scaffold_1	1409876	1411906	-1	GP3.002560.5	bden_t_84697	GP3.002560.5	1409876	1411906	-1	yes
GLEANP3_002570	GLEANP3_002570.t1	bdenJAM81_scaffold_1	1424106	1425428	-1	e_gw1.1.973.1.5	bden_t_7884	e_gw1.1.973.1.5	1425031	1425723	1	no
GLEANP3_002570	GLEANP3_002570.t1	bdenJAM81_scaffold_1	1424106	1425428	-1	fgenesh1_pg.C_scaffold_1000480.5	bden_t_21607	fgenesh1_pg.C_scaffold_1000480.5	1422809	1424626	1	no
GLEANP3_002580	GLEANP3_002580.t1	bdenJAM81_scaffold_1	1429018	1434364	-1	e_gw1.1.287.1.5	bden_t_8501	e_gw1.1.287.1.5	1429679	1431664	-1	yes
GLEANP3_002590	GLEANP3_002590.t1	bdenJAM81_scaffold_1	1434376	1436037	1	fgenesh1_pm.C_scaffold_1000116.5	bden_t_29178	fgenesh1_pm.C_scaffold_1000116.5	1434376	1436003	1	yes
GLEANP3_002600	GLEANP3_002600.t1	bdenJAM81_scaffold_1	1444443	1445684	-1	GP3.002600.5	bden_t_84701	GP3.002600.5	1444443	1445684	-1	yes
GLEANP3_002610	GLEANP3_002610.t1	bdenJAM81_scaffold_1	1448198	1451236	-1	e_gw1.1.1083.1.5	bden_t_8650	e_gw1.1.1083.1.5	1448402	1448926	-1	no
GLEANP3_002610	GLEANP3_002610.t1	bdenJAM81_scaffold_1	1448198	1451236	-1	fgenesh1_pg.C_scaffold_1000490.5	bden_t_21617	fgenesh1_pg.C_scaffold_1000490.5	1445997	1448199	1	no
